imdb_score,imdb_votes,imdb_votes_log1p,runtime,duration_minutes,release_year,desc_len,num_genres,is_show,is_classic,title,type,is_high,age_G,age_Other,age_PG,age_PG-13,age_R,age_TV-14,age_TV-G,age_TV-MA,age_TV-PG,age_TV-Y,age_TV-Y7,age_Unknown,ctry_Canada,ctry_France,ctry_India,ctry_Japan,ctry_Nigeria,ctry_Other,ctry_Philippines,ctry_South Korea,ctry_Spain,ctry_United Kingdom,ctry_United States,ctry_Unknown
7.7,3635.0,8.19863945529737,58,60,2015,200,3,1,0,Spotless,SHOW,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
5.9,8644.0,9.064736398117391,89,89,2016,336,3,0,0,Sleight,MOVIE,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
6.0,8972.0,9.101975347298058,92,92,2016,708,2,0,0,Middle School: The Worst Years of My Life,MOVIE,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
7.2,1265.0,7.143617602704121,24,120,2016,149,2,1,0,Kuromukuro,SHOW,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
5.5,11963.0,9.389657419749838,100,106,2015,238,2,0,0,Rock the Kasbah,MOVIE,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
8.199999999999998,1723.0,7.452402451223638,60,60,2016,137,1,1,0,Chef's Table: France,SHOW,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
5.5,15428.0,9.644004134443026,56,57,2015,227,2,0,0,A Very Murray Christmas,MOVIE,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
7.4,2784.0,7.932003152361385,51,60,2015,493,3,1,0,The Method,SHOW,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
5.9,9458.0,9.15472194821317,96,96,2016,530,1,0,0,Kevin Hart: What Now?,MOVIE,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
4.1,11180.0,9.321971188147367,92,82,2015,168,1,0,0,Extraction,MOVIE,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
6.1,843.0,6.738152494595957,22,22,2015,181,1,0,0,LEGO Marvel Super Heroes: Avengers Reassembled!,MOVIE,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
5.2,12918.0,9.466454374960302,91,87,2016,116,2,0,0,Incarnate,MOVIE,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
5.6,7860.0,8.969669103793757,93,93,2016,400,2,0,0,Term Life,MOVIE,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
7.5,11495.0,9.34975442775886,118,113,2016,376,3,0,0,The Distinguished Citizen,MOVIE,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
8.199999999999998,79075.0,11.278164694315828,163,162,2015,100,3,0,0,Drishyam,MOVIE,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
7.4,2649.0,7.882314918980268,95,92,2015,445,2,0,0,Tig,MOVIE,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
7.9,8471.0,9.044521887281242,62,62,2015,149,1,0,0,John Mulaney: The Comeback Kid,MOVIE,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
5.7,3972.0,8.287276755814599,105,103,2016,444,2,0,0,Rocco,MOVIE,0,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
5.5,170.0,5.14166355650266,17,120,2016,130,1,1,0,Lego Bionicle: The Journey to One,SHOW,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
5.9,22466.0,10.019802844917477,98,98,2016,235,2,0,0,True Memoirs of an International Assassin,MOVIE,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
4.5,15848.0,9.670861685832426,92,92,2016,82,2,0,0,The Darkness,MOVIE,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
6.1,17447.0,9.766980307881465,84,83,2015,146,1,0,0,Hot Girls Wanted,MOVIE,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
6.7,1152.0,7.050122520269059,97,180,2016,222,3,1,0,Intersection,SHOW,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
6.6,563.0,6.335054251498059,129,129,2016,396,2,0,0,High & Low The Movie,MOVIE,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
7.9,5615.0,8.633374945705647,65,60,2016,267,3,1,0,The K2,SHOW,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
6.6,7304.0,8.8963143241848,136,137,2016,145,3,0,0,Pandora,MOVIE,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
5.0,2114.0,7.656810091480378,23,60,2015,438,2,1,0,Bella and the Bulldogs,SHOW,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
6.8,3844.0,8.254528881939745,110,110,2016,146,3,0,0,The Lighthouse of the Orcas,MOVIE,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
7.6,43.0,3.784189633918261,53,60,2016,502,1,1,0,Cooked,SHOW,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
5.8,2325.0,7.75190533307861,111,110,2016,251,2,0,0,The Devil's Mistress,MOVIE,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
6.0,2610.0,7.867488568699128,90,84,2016,150,3,0,0,Opening Night,MOVIE,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
5.3,835.0,6.728628613084702,31,60,2016,136,1,1,0,Netflix Presents: The Characters,SHOW,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
7.7,25792.0,10.15785841626691,132,138,2016,168,3,0,0,Kapoor & Sons,MOVIE,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
6.9,303.0,5.717027701406222,44,60,2016,327,3,1,0,El Chema,SHOW,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
8.0,2322.0,7.750614732770409,45,103,2016,862,3,1,0,Love O2O,SHOW,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
5.3,8826.0,9.085570485020233,133,127,2016,169,2,0,0,Baaghi,MOVIE,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
4.1,3402.0,8.132412674500905,82,88,2016,139,2,0,0,Mercy,MOVIE,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
6.7,4140.0,8.328692583545568,88,92,2016,680,3,0,0,Our Lovers,MOVIE,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
5.5,3034.0,8.017966703493599,86,87,2016,309,3,0,0,Ordinary World,MOVIE,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
7.9,3893.0,8.267192185932146,106,114,2015,81,3,0,0,Dhanak,MOVIE,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
6.8,724.0,6.586171654854675,63,60,2016,146,2,1,0,Captive,SHOW,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
7.4,2163.0,7.679713639966372,61,62,2015,150,1,0,0,Demetri Martin: Live (At The Time),MOVIE,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
6.4,12886.0,9.46397433028839,156,155,2015,193,3,0,0,Brothers,MOVIE,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
7.9,1769.0,7.478734825567875,69,60,2016,134,3,1,0,Another Miss Oh,SHOW,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
4.9,5156.0,8.548110294050959,101,101,2016,102,2,0,0,Rebirth,MOVIE,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
7.2,6586.0,8.792853288640693,95,99,2016,312,1,0,0,Audrie & Daisy,MOVIE,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
5.1,3332.0,8.11162807830774,87,88,2015,750,1,0,0,Riot,MOVIE,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
5.7,686.0,6.532334292222349,63,64,2015,149,1,0,0,Anjelah Johnson: Not Fancy,MOVIE,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
6.8,990.0,6.898714534329988,62,62,2016,120,1,0,0,Colin Quinn: The New York Story,MOVIE,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
7.4,9739.0,9.18399639663658,105,107,2016,306,3,0,0,Divines,MOVIE,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
8.1,575.0,6.356107660695892,41,60,2016,185,3,1,0,La esclava blanca,SHOW,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
6.7,4335.0,8.374707543119483,115,117,2016,274,1,0,0,Tony Robbins: I Am Not Your Guru,MOVIE,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
5.6,5495.0,8.611775833902186,98,102,2015,108,2,0,0,I Am Michael,MOVIE,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
7.8,2173.0,7.684324067681155,90,90,2016,355,1,0,0,Justin Timberlake + The Tennessee Kids,MOVIE,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
7.4,2089.0,7.644919344958857,118,118,2015,210,2,0,0,Heneral Luna,MOVIE,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
7.7,12395.0,9.42512911890764,136,136,2015,272,2,0,0,Mucize,MOVIE,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
5.7,433.0,6.073044534100405,27,60,2016,141,3,1,0,72 Cutest Animals,SHOW,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
3.1,1041.0,6.948897222313312,22,120,2015,456,2,1,0,Richie Rich,SHOW,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
6.1,4256.0,8.356319965828153,99,99,2016,141,3,0,0,In the Shadow of Iris,MOVIE,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
7.7,5393.0,8.593042503699674,86,87,2016,148,1,0,0,Jim Jefferies: Freedumb,MOVIE,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
6.2,5501.0,8.61286694148452,123,123,2016,84,2,0,0,Force 2,MOVIE,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
6.4,21.0,3.091042453358316,103,103,2016,149,3,0,0,Couple Of Days,MOVIE,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
5.6,12441.0,9.428833125074965,84,80,2015,186,3,0,0,6 Years,MOVIE,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
7.4,26790.0,10.19582128920296,139,133,2015,317,3,0,0,Tamasha,MOVIE,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
5.8,2965.0,7.994969522697877,85,85,2015,112,3,0,0,Manson Family Vacation,MOVIE,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
7.3,899.0,6.802394763324311,62,62,2016,261,2,0,0,Garfunkel and Oates: Trying to be Special,MOVIE,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
6.5,49.0,3.912023005428146,23,120,2016,121,1,1,0,LEGO Friends: The Power of Friendship,SHOW,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
6.0,1499.0,7.313220387090301,95,91,2016,118,2,0,0,Strange Weather,MOVIE,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
5.9,710.0,6.566672429803241,91,92,2016,677,3,0,0,Rainbow Time,MOVIE,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
6.2,2722.0,7.909489492673759,108,104,2015,133,3,0,0,Much Loved,MOVIE,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
6.7,372.0,5.921578419643816,112,112,2016,97,2,0,0,Always Be My Maybe,MOVIE,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
5.4,2100.0,7.650168700845001,103,86,2016,251,2,0,0,The Guardian Brothers,MOVIE,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
6.9,564.0,6.336825731146441,31,60,2016,146,3,1,0,One More Time,SHOW,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
6.3,261.0,5.568344503761097,25,60,2016,147,3,1,0,My Runway,SHOW,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
6.3,5976.0,8.695674048824253,108,108,2016,264,2,0,0,The 101-Year-Old Man Who Skipped Out on the Bill and Disappeared,MOVIE,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
8.199999999999998,355.0,5.87493073085203,70,60,2016,154,3,1,0,Dear My Friends,SHOW,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
6.9,287.0,5.662960480135946,62,60,2016,375,3,1,0,White Nights,SHOW,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
7.8,29819.0,10.30293458831873,148,146,2016,160,2,0,0,Udta Punjab,MOVIE,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
5.9,3209.0,8.07402621612406,105,106,2016,984,3,0,0,Toro,MOVIE,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
6.7,713.0,6.570882962339584,60,71,2015,195,1,0,0,Jeff Dunham: Unhinged in Hollywood,MOVIE,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
7.5,3508.0,8.163086375583216,73,74,2016,146,1,0,0,Tom Segura: Mostly Stories,MOVIE,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
7.0,6199.0,8.732304571033183,141,140,2015,102,3,0,0,Hunterrr,MOVIE,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
7.0,465.0,6.144185634125646,55,56,2015,134,1,0,0,Colin Quinn: Unconstitutional,MOVIE,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
7.1,3357.0,8.119100837637486,82,82,2015,134,2,0,0,Keith Richards: Under the Influence,MOVIE,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
8.8,1295.0,7.16703787691222,43,60,2015,382,2,1,0,Stories by Rabindranath Tagore,SHOW,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
7.2,166.0,5.117993812416755,42,60,2016,444,2,1,0,Cheer Squad,SHOW,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
5.6,11595.0,9.358415490041546,155,168,2016,164,3,0,0,Mohenjo Daro,MOVIE,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
6.2,344.0,5.84354441703136,49,60,2016,150,3,1,0,72 Dangerous Places to Live,SHOW,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
6.9,7900.0,8.974744612722734,123,123,2016,161,3,0,0,Smoke & Mirrors,MOVIE,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
7.3,1785.0,7.487733761436444,91,91,2016,279,2,0,0,I Called Him Morgan,MOVIE,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
6.2,1820.0,7.507141079727608,100,104,2016,218,2,0,0,The Next Skin,MOVIE,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
7.3,493.0,6.202535517187923,47,60,2015,160,3,1,0,Old Money,SHOW,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
6.7,4478.0,8.4071550862073,127,127,2016,329,2,0,0,Belgica,MOVIE,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
6.0,68.0,4.23410650459726,100,94,2015,257,3,0,0,Taxi Driver,MOVIE,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
5.3,6981.0,8.851090687664982,92,92,2016,105,2,0,0,XOXO,MOVIE,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
6.5,77.0,4.356708826689592,11,60,2016,379,1,1,0,Rainbow Ruby,SHOW,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
7.5,6925.0,8.843037724962366,60,60,2016,179,1,0,0,Ali Wong: Baby Cobra,MOVIE,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
6.6,1408.0,7.25063551189868,126,118,2016,278,2,0,0,The Lion Woman,MOVIE,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
4.4,21487.0,9.97524991876302,164,164,2015,131,3,0,0,Prem Ratan Dhan Payo,MOVIE,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
7.6,934.0,6.840546529288687,98,96,2016,411,2,0,0,The Beginning of Life,MOVIE,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
7.3,14968.0,9.613736674915236,159,136,2015,73,3,0,0,Pyaar Ka Punchnama 2,MOVIE,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
6.3,7.0,2.079441541679836,69,60,2015,128,2,1,0,Atelier,SHOW,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
7.1,16.0,2.833213344056216,44,60,2016,141,3,1,0,The Truth Seekers,SHOW,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
5.0,356.0,5.877735781779639,95,94,2016,287,2,0,0,Schubert in Love,MOVIE,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
7.4,14380.0,9.57366316988638,134,133,2016,122,2,0,0,Raman Raghav 2.0,MOVIE,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
6.9,1665.0,7.418180822726788,48,60,2016,95,3,1,0,White Rabbit Project,SHOW,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
7.9,767.0,6.643789733147672,45,60,2016,148,3,1,0,The Princess Weiyoung,SHOW,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
7.5,12.0,2.5649493574615367,44,60,2015,150,3,1,0,Mind Game,SHOW,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
7.3,2471.0,7.812782818577581,60,60,2016,128,2,1,0,Chelsea Does,SHOW,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
5.5,973.0,6.881411303642535,79,80,2016,510,2,0,0,Jessica Darling's It List,MOVIE,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
8.8,167.0,5.123963979403259,21,60,2016,208,1,1,0,StoryBots Super Songs,SHOW,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
6.3,1336.0,7.198183577101943,98,99,2016,372,2,0,0,Journey to Greenland,MOVIE,0,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
6.1,259.0,5.560681631015528,101,101,2015,255,2,0,0,Fifty,MOVIE,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
5.9,9145.0,9.121071904218,136,129,2015,351,2,0,0,Phantom,MOVIE,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
7.9,3243.0,8.084562415235304,112,112,2016,154,1,0,0,The Ivory Game,MOVIE,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
5.1,221.0,5.402677381872279,50,47,2016,288,2,0,0,Ghost Patrol,MOVIE,0,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
5.8,940.0,6.846943139585379,66,68,2015,167,2,0,0,"Liar, Liar, Vampire",MOVIE,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
6.6,1358.0,7.214504414151143,82,80,2016,137,2,0,0,I'll Sleep When I'm Dead,MOVIE,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
7.0,17149.0,9.749753452594089,170,174,2015,157,3,0,0,Dil Dhadakne Do,MOVIE,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
7.2,18681.0,9.835315772432796,103,98,2016,338,3,0,0,Wazir,MOVIE,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
5.1,1981.0,7.591861714889934,95,99,2016,85,3,0,0,The Worthy,MOVIE,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
1.9,4341.0,8.376090350438238,124,124,2016,143,2,0,0,Kyaa Kool Hain Hum 3,MOVIE,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
5.0,1503.0,7.315883504509785,86,86,2016,142,3,0,0,Chronically Metropolitan,MOVIE,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
6.5,3281.0,8.096208271650037,130,130,2016,306,2,0,0,1898: Our Last Men in the Philippines,MOVIE,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
6.5,1882.0,7.540621528657152,73,73,2016,147,1,0,0,Russell Peters: Almost Famous,MOVIE,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
7.7,98.0,4.59511985013459,36,60,2016,520,3,1,0,Miss in Kiss,SHOW,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
7.1,328.0,5.796057750765372,126,127,2016,212,3,0,0,Everything About Her,MOVIE,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
7.2,24676.0,10.113626914715084,130,128,2015,85,3,0,0,Gabbar Is Back,MOVIE,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
7.3,78.0,4.3694478524670215,39,40,2015,209,2,0,0,The Massively Mixed-Up Middle School Mystery,MOVIE,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
6.8,157.0,5.062595033026967,109,109,2016,164,2,0,0,Motu Patlu: King Of Kings,MOVIE,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
6.3,1681.0,7.427738840532894,88,88,2016,449,3,0,0,Barakah Meets Barakah,MOVIE,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
5.4,4787.0,8.473868066677865,131,124,2016,116,3,0,0,Fitoor,MOVIE,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
6.8,1506.0,7.317876198626496,78,78,2015,96,1,0,0,Jen Kirkman: I'm Gonna Die Alone (And I Feel Fine),MOVIE,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
5.3,1824.0,7.509335266016592,82,82,2015,378,1,0,0,Puerto Ricans in Paris,MOVIE,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
6.0,503.0,6.222576268071369,61,62,2016,146,2,0,0,Reggie Watts: Spatial,MOVIE,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
6.7,1692.0,7.434257382133135,98,99,2016,196,2,0,0,Layla M.,MOVIE,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
7.0,2285.0,7.734558844354756,30,60,2016,167,2,1,0,Trailer Park Boys: Out of the Park: Europe,SHOW,1,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
6.6,737.0,6.6039438246004725,83,83,2016,680,1,0,0,Asperger's Are Us,MOVIE,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
5.4,6258.0,8.7417757069247,154,146,2015,185,3,0,0,ABCD 2,MOVIE,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
6.8,2572.0,7.852827812281744,71,72,2015,395,1,0,0,Iliza Shlesinger: Freezing Hot,MOVIE,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
