index,id,title,type,description,release_year,age_certification,runtime,imdb_id,imdb_score,imdb_votes,title_norm,join_year,director,cast,country,date_added,rating,duration,listed_in,desc_len,duration_minutes,imdb_votes_log1p,is_show,is_classic,num_genres
2666,tm416121,Kuntilanak,MOVIE,"A group of kids agree to explore an abandon house in order to win a reality show contest, which requires them to prove that the stories of the evil Kuntilanak are real. They soon discover that the ghost is very much real when it appears from an old mirror and starts haunting them.",2018,Unknown,105,tt8512746,4.6,651.0,kuntilanak,,Rizal Mantovani,"Sandrinna M Skornicki, Aurélie Moeremans, Fero Walandouw, Andryan Bima, Ciara Nadine Brosnan, Ali Fikry, Adlu Fahrezy, Nena Rosier, Naufal Ho, Aqi Singgih",Indonesia,"October 12, 2018",TV-14,106 min,"Horror Movies, International Movies",281,106.0,6.480044561926653,0,0,2
2667,tm350971,The Last Hour,MOVIE,"Two Peruvian detectives must capture Abimael Guzman, the leader of terrorist organization Shining Path, but their intense and complex relationship will endanger their mission and their lives, in the midst of violent Lima of 1992.",2017,Unknown,118,tt7480104,6.3,522.0,the last hour,,Eduardo Mendoza de Echave,"Pietro Sibille, Nidia Bermejo, Toño Vega, Tommy Párraga, Fausto Molina, Katerina D'Onofrio, Haysen Percovich, Emilram Cossío, Sandro Calderón, Tony Dulzaidez","Chile, Peru","June 15, 2018",TV-MA,119 min,"Dramas, International Movies",229,119.0,6.259581464064923,0,0,2
2668,tm445153,Njan Prakashan,MOVIE,"Pining for a lavish life abroad, a lazy but lovable guy next door crafts a scam to avoid a career in nursing and find a wealthy spouse to secure a visa.",2018,G,131,tt8286926,7.6,4304.0,njan prakashan,,Sathyan Anthikad,"Fahadh Faasil, Sreenivasan, Nikhila Vimal, Devika Sanjay, Anju Kurian, K.P.A.C. Lalitha",India,"April 26, 2019",TV-PG,125 min,"Comedies, Dramas, International Movies",152,125.0,8.367532416861831,0,0,3
2671,tm438994,The Holiday Calendar,MOVIE,A talented photographer stuck in a dead-end job inherits an antique Advent calendar that may be predicting the future -- and pointing her toward love.,2018,Unknown,95,tt8262802,5.7,9985.0,the holiday calendar,,Bradley Walsh,"Kat Graham, Quincy Brown, Ethan Peck, Ron Cephas Jones, Genelle Williams, Ali Hassan, Rodrigo Fernandez-Stoll, Laura de Carteret, Kevin Hanchard, Romaine Waite",United States,"November 2, 2018",TV-G,95 min,"Dramas, Romantic Movies",150,95.0,9.208939391060555,0,0,2
2672,tm428453,Cities of Last Things,MOVIE,"This is a story about a common man who has extraordinary events in his mundane life. The film depicts the protagonist's turns of events in three eras, three seasons, three nights, in the same city, as told with reverse chronology.",2018,Unknown,106,tt4397342,6.2,1615.0,cities of last things,,Wi Ding Ho,"Jack Kao, Lee Hong-chi, Louise Grinberg, Huang Lu, Ding Ning","Taiwan, China, France, United States","July 12, 2019",TV-MA,106 min,"Dramas, Independent Movies, International Movies",230,106.0,7.38770923908104,0,0,3
2675,tm363003,Seeing Allred,MOVIE,"Gloria Allred overcame trauma and personal setbacks to become one of the nationâ€™s most famous womenâ€™s rights attorneys. Now the feminist firebrand takes on two of the biggest adversaries of her career, Bill Cosby and Donald Trump, as sexual violence allegations grip the nation and keep her in the spotlight.",2018,Unknown,96,tt7689924,7.2,1338.0,seeing allred,,"Roberta Grossman, Sophie Sartain",Gloria Allred,United States,"February 9, 2018",TV-14,96 min,Documentaries,312,96.0,7.199678345691172,0,0,1
2676,ts83429,Take My Brother Away,SHOW,"Bickering siblings Shi Miao and Shi Fen tackle friendship matters, school drama and the pitfalls of growing up with little parental supervision.",2018,Unknown,46,tt8894324,6.7,161.0,take my brother away,,Han Qing,"Sun Qian, Joseph Zeng, Lv Xiao Yu, Hu Yong Tao, Wang Xu Dong, Ma Bai Quan",China,"August 24, 2018",TV-14,1 Season,"International TV Shows, TV Comedies, TV Dramas",144,46.0,5.087596335232384,1,0,3
2677,ts83663,A Taiwanese Tale of Two Cities,SHOW,"A Taipei doctor and a San Francisco engineer swap homes in a daring pact, embarking on journeys filled with trials, secrets and unexpected encounters.",2018,Unknown,68,tt8893498,6.1,159.0,a taiwanese tale of two cities,,,"Tammy Chen, James Wen, Peggy Tseng, Denny Huang",Taiwan,"January 27, 2019",TV-MA,1 Season,"International TV Shows, TV Dramas",150,68.0,5.075173815233827,1,0,2
2678,ts75491,Fire Chasers,SHOW,"As California's 2016 fire season rages, brave backcountry firefighters race to put out the flames, protect homes and save lives in this docuseries.",2017,Unknown,58,tt7293754,6.6,368.0,fire chasers,,,,United States,"September 8, 2017",TV-MA,1 Season,"Docuseries, Science & Nature TV",147,58.0,5.910796644040527,1,0,2
2679,ts82564,Jimmy: The True Story of a True Idiot,SHOW,"In the 1980s, a simple-minded fool named Hideaki meets comedy legend Sanma, changes his name to Jimmy and becomes a comedic superstar.",2018,TV-MA,42,tt6866914,6.8,77.0,jimmy: the true story of a true idiot,,,"Akiyoshi Nakao, Tetsuji Tamayama, Hiroyuki Onoue, Shinji Rokkaku, Ikuji Nakamura, Yasuhi Nakamura, Mari Hamada",Japan,"July 20, 2018",TV-MA,1 Season,"International TV Shows, TV Comedies, TV Dramas",134,42.0,4.356708826689592,1,0,3
2681,tm440946,Christmas with a View,MOVIE,"This Christmas, Thunder Mountain Ski Resort is abuzz when celebrity chef Shane Roarke is named the new head chef. Clara Garrison isn't as excited and is instead focused on getting resettled after her failed attempt at opening a restaurant in the city. With their paths constantly crossing, will their shared passion for cooking bring them together or will secrets keep them apart?",2018,Unknown,90,tt8041006,5.1,4544.0,christmas with a view,,Justin G. Dyck,"Scott Cavalheiro, Kaitlyn Leeb, Vivica A. Fox, Patrick Duffy, Jess Walton, Mark Ghanimé",Canada,"November 1, 2018",TV-PG,91 min,"International Movies, Romantic Movies",380,91.0,8.421783006611578,0,0,2
2682,ts83430,Smoking,SHOW,"Seeking a greater justice, a band of homeless assassins flays their human targets and delivers the tattooed skins as proof of a contract fulfilled.",2018,TV-MA,24,tt8758778,7.4,456.0,smoking,,,"Ryo Ishibashi, Nobuaki Kaneko, Tomomi Maruyama, Kaito Yoshimura",Japan,"July 27, 2018",TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Action & Adventure",147,24.0,6.124683390894205,1,0,3
2683,tm463827,Paranormal Investigation,MOVIE,A ghost hunter investigates an evil spirit dwelling within a young man who reportedly became possessed after playing with a Ouija board.,2018,Unknown,92,tt9866700,3.7,1652.0,paranormal investigation,,Franck Phelizon,"Andrei Indreies, Jean-Baptiste Heuet, Jose Atuncar, Pierre Porquet, Claudine Bertin, Gabriella Jordan, Effie Rey, Catalin Morar, Antoine Rodriguez","United States, France","March 1, 2019",TV-14,93 min,"Horror Movies, International Movies, Thrillers",136,93.0,7.410347097821024,0,0,3
2686,tm275437,Coin Heist,MOVIE,"When a crisis threatens to destroy their high school, four teens hatch a daring plan to raise $10 million. Step one? Breaking into the U.S. Mint.",2017,PG,97,tt5740806,4.8,2638.0,coin heist,,Emily Hagins,"Sasha Pieterse, Alexis G. Zall, Alex Saxon, Jay Walker, Mark Blum, Neal Huff, Michael Cyril Creighton, Blanche Baker, Connor Ratliff, Will Denton",United States,"January 6, 2017",TV-14,98 min,"Children & Family Movies, Dramas",145,98.0,7.878155336503324,0,0,2
2687,ts80859,Here to Heart,SHOW,She has more than work on her mind. Wen Nuan decides to quit her high-paying job in England to work as an executive assistant to the founder of a high-tech company in China. Zhan Nan Xian started the company with his classmates and used his financial savvy to weather the economic downturn and keep the company successful. It turns out that Wen Nuan and Nan Xian were in a relationship in the past. Can Wen Nuan make herself indispensable to Nan Xian in both his work and his life?,2018,TV-14,45,tt8791742,7.5,219.0,here to heart,,,"Janine Chun-Ning Chang, Hans Zhang",China,"October 23, 2018",TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",481,45.0,5.393627546352362,1,0,3
2689,tm431928,Rajma Chawal,MOVIE,"A father attempts to reconnect with his estranged son through social media, a new world for him.",2018,Unknown,129,tt6747420,5.7,1815.0,rajma chawal,,Leena Yadav,"Rishi Kapoor, Anirudh Tanwar, Amyra Dastur, Jitendra Shastri, Aparshakti Khurana, Harish Khanna, Manu Rishi Chadha, Nirmal Rishi, Sheeba Chaddha, Adil Hussain, Rahul Ram, Mukesh Chhabra",India,"November 30, 2018",TV-MA,119 min,"Comedies, Dramas, International Movies",96,119.0,7.504391559161238,0,0,3
2691,tm408892,Unbridled,MOVIE,"Desperate to keep her husbandâ€™s secret, a devoted politicianâ€™s wife struggles to stave off threats that could ruin their promising new life.",2018,Unknown,96,tt7474914,5.1,498.0,unbridled,,Jota Linares,"Natalia de Molina, Daniel Grao, Natalia Mateo, Ignacio Mateos, Borja Luna, Mario Tardón, Mariana Cordero",Spain,"August 30, 2019",TV-MA,100 min,"International Movies, Thrillers",144,100.0,6.212606095751519,0,0,2
2692,ts75357,LEGO Elves: Secrets of Elvendale,SHOW,"Armed with a powerful amulet, a teenage guardian is tasked with protecting her little sister -- and all of Elvendale. Based on the popular web series.",2017,TV-Y7,24,tt7322926,6.9,163.0,lego elves: secrets of elvendale,,,"Ashleigh Ball, Erin Mathews, Rebecca Husain, Kyle Rideout, Riley Murdock, Vincent Tong, Nicole Oliver, Scott McNeil, Kathleen Barr",United States,"September 1, 2017",TV-Y7,1 Season,Kids' TV,150,24.0,5.099866427824199,1,0,1
2693,tm320785,The Mars Generation,MOVIE,Aspiring teenage astronauts reveal that a journey to Mars is closer than you think.,2017,Unknown,97,tt6333096,6.5,989.0,the mars generation,,Michael Barnett,"Neil deGrasse Tyson, Bill Nye, Michio Kaku",United States,"May 5, 2017",TV-PG,98 min,"Children & Family Movies, Documentaries",83,98.0,6.897704943128636,0,0,2
2696,tm362121,Time Share,MOVIE,"While staying at a tropical resort, a man becomes convinced the American timeshare company running it has an evil plan to take away his loved ones.",2018,Unknown,96,tt6444140,5.9,2762.0,time share,,Sebastián Hofmann,"Luis Gerardo Méndez, Miguel Rodarte, R.J. Mitte, Cassandra Ciangherotti, Montserrat Marañon, Andrés Almeida, Emiliano Rodríguez","Mexico, Netherlands","November 30, 2018",TV-MA,96 min,"Dramas, Independent Movies, International Movies",147,96.0,7.924072324923417,0,0,3
2697,tm320144,The Wishing Tree,MOVIE,"'The Wishing Tree' is a magical, inspirational and an extremely entertaining story of five children in a hill-station somewhere in India, who come together to save their 'wishing tree' from being cut by vested interests. The film is extremely lively, endearing and engrossing so that the underlying message to protect trees and environment is seamlessly driven home.",2017,Unknown,99,tt2936628,5.7,92.0,the wishing tree,,Manika Sharma,"Shabana Azmi, Makrand Deshpande, Harshpreet Kaur, Aabhas Yadav, Shivani Joshi, Saurabh Shukla",India,"June 5, 2017",TV-14,117 min,"Children & Family Movies, Dramas, Music & Musicals",366,117.0,4.532599493153256,0,0,3
2698,ts79707,Edha,SHOW,"Revenge, passion and dark secrets push a successful fashion designer and single mother to her limits when she meets a handsome and mysterious man.",2018,TV-MA,40,tt7956274,4.9,632.0,edha,,,"Juana Viale, Andrés Velencoso, Delfina Chaves, Osmar Nuñez, Germán Palacios, Juan Pablo Geretto, Sofía Gala, Daniel Pacheco, Daniel Hendler, Flavio Mendoza",Argentina,"March 16, 2018",TV-MA,1 Season,"International TV Shows, Spanish-Language TV Shows, TV Dramas",146,40.0,6.450470422144176,1,0,3
2699,tm318492,Overnight Republic,MOVIE,"Peker Mengen wins the post of mayor in a remote town with the promise of a visit by the prime minister and making the town a province. When the people do not forget his promise, Mengen ends up persuading the prime minister to visit the town with his idiosyncratic methods. After consulting with his advisors, Peker prepares a grandiose welcome ceremony, but when the ceremony gets out of his control, the town of 5000 people suddenly ends up becoming a country, one that is at war with America. As Peker Mengen, his unwillingly married wife Mualla and his advisors try to keep America at bay and struggle with the difficulties of establishing a new country, they even get the help of an alien to achieve their goals.",2017,PG-13,105,tt6721848,5.8,4632.0,overnight republic,,Murat Kepez,"Çağlar Çorumlu, Büşra Pekin, Ersin Korkut, Gülhan Tekin, Mahir İpek, Uğur Bilgin, Öner Ateş, Hakan Ummak, Patrycja Widlak, Hamza Yazıcı",Turkey,"June 4, 2020",TV-MA,105 min,"Comedies, International Movies",716,105.0,8.440959885416648,0,0,2
2700,tm434883,Been So Long,MOVIE,A single mother in London's Camden Town hears music when she meets a handsome stranger with a past. But she's not sure she's ready to open her heart.,2018,Unknown,100,tt1682886,5.4,1100.0,been so long,,Tinge Krishnan,"Michaela Coel, Arinzé Kene, George MacKay, Ashley Thomas, Joe Dempsie, Ronke Adekoluejo, Luke Norris, Mya Lewis",Unknown,"October 26, 2018",TV-MA,100 min,"Dramas, International Movies, Music & Musicals",149,100.0,7.00397413672268,0,0,3
2701,ts93947,Wrong Kind of Black,SHOW,"From the crocs and cops of 1960s Queensland to the blood-splattered disco floors of 1970s Melbourne, comes the hilarious and heartbreaking story of afro bearing, flare wearing DJ Monty Pryor and his brother Paul.",2018,TV-MA,16,tt8660874,7.7,148.0,wrong kind of black,,,"Clarence Ryan, Aaron L. McGrath, Lisa Flanagan, Tommy Lewis, Nilbi Yasserie, Christopher Ketchup, Boori Monty Pryor, Jacek Koman, Colin Lane, Arthur Angel, Toby Truslove",Australia,"November 6, 2020",TV-MA,1 Season,"International TV Shows, TV Comedies, TV Dramas",212,16.0,5.003946305945459,1,0,3
2702,tm374226,Gad Elmaleh: American Dream,MOVIE,"In his first English-language special, comedian Gad Elmaleh gleefully digs into America's food obsessions, dating culture, slang, and more.",2018,Unknown,57,tt8110630,7.2,1028.0,gad elmaleh: american dream,,Michael Simon,Gad Elmaleh,United States,"March 6, 2018",TV-14,58 min,Stand-Up Comedy,139,58.0,6.9363427358340495,0,0,1
2703,tm337040,Maz Jobrani: Immigrant,MOVIE,"Iranian American comic Maz Jobrani lights up the Kennedy Center with riffs on immigrant life in the Trump era, modern parenting pitfalls and more.",2017,Unknown,67,tt7164714,6.7,840.0,maz jobrani: immigrant,,Maz Jobrani,Maz Jobrani,Unknown,"August 1, 2017",TV-14,67 min,Stand-Up Comedy,146,67.0,6.734591659972948,0,0,1
2704,tm446574,Love Jacked,MOVIE,"Maya, a headstrong 28-year-old with artistic ambitions â€“ a strong contrast to what her father Ed wants: a dutiful daughter to run the family store. Ed is shocked when Maya takes her assertions of independence a step further and decides to travel to Africa for inspiration and returns with a fiancÃ© who is not quite what he seems.",2018,PG-13,100,tt4329242,5.9,2142.0,love jacked,,Alfons Adetuyi,"Amber Stevens West, Shamier Anderson, Keith David, Mike Epps, Lyriq Bent, Marla Gibbs, Angela Gibbs, Demetrius Grosse, Nicole Lyn","Canada, South Africa","February 1, 2020",PG-13,94 min,"Comedies, International Movies, Romantic Movies",332,94.0,7.669961995473577,0,0,3
2705,ts82631,Monkey Twins,SHOW,"Inspired by Khon dance drama and Thai martial arts, a fighter scarred by the past joins forces with a determined cop to battle an organized crime ring.",2018,Unknown,53,tt8507498,7.9,92.0,monkey twins,,,"Phakin Khamwilaisak, Sumret Muengput, Alisa Kunkwaeng, Zozeen Panyanut Jirarottanakasem, Akarat Nimitchai, Warawut Poyim, Vithaya Pansringarm, Phutharit Prombandal, Kazu Patrick Tang",Thailand,"September 2, 2018",TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Action & Adventure",151,53.0,4.532599493153256,1,0,3
2706,tm316923,Kartini: Princess of Java,MOVIE,A woman of nobility battles patriarchal norms in order to improve educational access for women in early 1900s Indonesian society.,2017,Unknown,118,tt6094994,7.6,511.0,kartini: princess of java,,Hanung Bramantyo,"Dian Sastrowardoyo, Ayushita, Acha Septriasa, Deddy Sutomo, Christine Hakim, Djenar Maesa Ayu, Denny Sumargo, Adinia Wirasti, Reza Rahadian","Indonesia, Netherlands","October 15, 2020",TV-PG,118 min,"Dramas, International Movies",129,118.0,6.238324625039508,0,0,2
2707,tm348386,Resurface,MOVIE,A suicidal war veteran finds like-minded souls in a surf therapy program that helps traumatized soldiers heal while riding the waves.,2017,Unknown,27,tt6081408,7.1,286.0,resurface,,"Josh Izenberg, Wynn Padula",,United States,"September 1, 2017",TV-MA,28 min,"Documentaries, Sports Movies",133,28.0,5.659482215759621,0,0,2
2708,tm315865,Laerte-se,MOVIE,"In this film, Laerte conjugates the body in the feminine, and scrutinizes concepts and prejudices. Not in search of an identity, but in search of un-identities. Laerte creates and sends creatures to face reality in the fictional world of comic strips as a vanguard of the self. And, on the streets, the one who becomes the fiction of a real character. Laerte, of all the bodies, and of none, complicates all binaries. In following Laerte, this documentary chooses to clothe the nudity beyond the skin we inhabit.",2017,Unknown,100,tt6795136,7.0,688.0,laerte-se,,"Lygia Barbosa da Silva, Eliane Brum",Laerte Coutinho,Brazil,"May 19, 2017",TV-MA,101 min,"Documentaries, International Movies, LGBTQ Movies",512,101.0,6.535241271013659,0,0,3
2709,tm285329,Take the 10,MOVIE,"A day in the life of two best friends, a drug dealer, and a store manager collide at a hip-hop concert in the Inland Empire.",2017,Unknown,80,tt5792472,4.7,3130.0,take the 10,,Chester Tam,"Josh Peck, Tony Revolori, Kevin Corrigan, Chester Tam, Andy Samberg, Stella Maeve, Jordan Rock, Carlos Alazraqui, Fred Armisen",United States,"January 20, 2017",TV-MA,80 min,Comedies,124,80.0,8.049107721326406,0,0,1
2714,tm407730,Target,MOVIE,"Trapped in an empty building, nine people are forced to play a lethal game. All their movements will be recorded, and only one player can survive.",2018,Unknown,93,tt8512320,3.9,496.0,target,,Raditya Dika,"Raditya Dika, Cinta Laura Kiehl, Samuel Rizal, Willy Dozan, Abdur Arsyad, Hifdzi Khoir, Romy Rafael, Ria Ricis, Anggika Bolsterli",Indonesia,"November 20, 2018",TV-14,91 min,"Comedies, Horror Movies, International Movies",146,91.0,6.208590026096629,0,0,3
2715,tm370430,Liberated: The New Sexual Revolution,MOVIE,A documentary about today's young adult hookup culture and the stories in pop-culture that influence it.,2017,Unknown,84,tt6768350,6.0,1502.0,liberated: the new sexual revolution,,,,"United States, Mexico","February 1, 2018",TV-MA,86 min,Documentaries,104,86.0,7.315218389752975,0,0,1
2716,ts84167,Age of Rebellion,SHOW,"Campus bullying is a serious issue that every school try to root out. When the bullying manifests to outside of the school, who is responsible to stop it?",2018,TV-MA,83,tt8931836,8.6,49.0,age of rebellion,,Peter Ho,"Peter Ho, Jeanine Yang, Tammy Chen, Jason Tsou, Chang Ting-hu, Nana Lee, Nien Hsuan Wu",Taiwan,"September 1, 2018",TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",154,83.0,3.912023005428146,1,0,3
2717,tm309115,Naam Shabana,MOVIE,Shabana Khan is the special agent who is entrusted the task of assassinating a deadly arms dealer by the Indian Intelligence Agencies.,2017,Unknown,147,tt6170954,6.2,6712.0,naam shabana,,Shivam Nair,"Tapsee Pannu, Akshay Kumar, Manoj Bajpayee, Prithviraj Sukumaran, Danny Denzongpa, Anupam Kher, Zakir Hussain, Virendra Saxenda",India,"August 28, 2018",TV-14,141 min,"Action & Adventure, International Movies",134,141.0,8.811801223938751,0,0,2
2718,tm436266,Born Racer,MOVIE,"A powerful and inspirational story of dedication, danger, fear, and the rare â€˜willâ€™ some of us have to defy all personal limitations.  Experience the fastest motorsport on earth through the eyes of five-time champion Scott Dixon and the Chip Ganassi Racing team. Filmed with an access all areas lens, â€˜Born Racerâ€™ follows the people who are passionate about the world of auto racing and asks why some individuals feel compelled to face danger and risk their lives in order to win.  Both action-packed and highly-intimate, it features an intense blend of up close and personal filming with never-before-seen spectacular, cutting-edge racing footage to explore a sport that defines the very people who inhabit it, and pushes them to the edge in their desire for success.",2018,R,88,tt6936350,6.1,256.0,born racer,,Bryn Evans,Scott Dixon,New Zealand,"July 8, 2020",R,89 min,"Documentaries, Sports Movies",776,89.0,5.54907608489522,0,0,2
2719,tm428483,The Girl Allergic to Wi-Fi,MOVIE,"Norma, a typical teenager who is always online, created a joint social media account for her and her boyfriend to mark their third monthsary. She gets a rare illness called electromagnetic hypersensitivity, which means she can't be around cellphones, tablets, laptops, and Wi-Fi. To help her cope with her syndrome, Norma relocates to a remote province with no signal, forcing her to have a long-distance relationship with Leo.",2018,Unknown,104,tt7619554,6.3,290.0,the girl allergic to wi-fi,,Jun Lana,"Sue Ramirez, Jameson Blake, Markus Paterson, Angellie Saño",Philippines,"August 21, 2019",TV-MA,104 min,"International Movies, Romantic Movies",427,104.0,5.673323267171493,0,0,2
2721,tm411257,Kevin James: Never Don't Give Up,MOVIE,"Kevin James makes his long-awaited return to stand-up in this family-friendly special, dishing on fatherhood, fans, his disdain for allergies and more.",2018,PG,62,tt8324578,6.1,1448.0,kevin james: never don't give up,,Andy Fickman,Kevin James,United States,"April 24, 2018",TV-PG,62 min,Stand-Up Comedy,151,62.0,7.278628942320682,0,0,1
2722,tm451171,Sylvia,MOVIE,This intense psychological thriller centres on the childhood friendship between Richard and Sylvia that matures into troubled waters during the pairâ€™s adulthood when Richard decides to marry his long-term girlfriend Gbemi.,2018,Unknown,130,tt8326250,4.7,126.0,sylvia,,Daniel Oriahi,"Chris Attoh, Zainab Balogun, Ini Dima-Okojie, Udoka Onyeka, Lord Frank, Bolaji Ogunmola, Ijeoma Grace Agu, Omotunde Adebowale David",Nigeria,"July 15, 2020",TV-14,104 min,"Dramas, International Movies, Thrillers",224,104.0,4.844187086458591,0,0,3
2723,tm435487,Suzzanna: Buried Alive,MOVIE,Satria's employees intend to rob his house when he is out of the country but their robbery turns into murder when they find Suzzanna in the house as they bury her body in the backyard.,2018,Unknown,125,tt9044128,5.5,894.0,suzzanna: buried alive,,"Rocky Soraya, Anggy Umbara","Luna Maya, Herjunot Ali, Teuku Rifnu Wikana, Verdi Solaiman, Alex Abbad",Indonesia,"April 3, 2019",TV-MA,126 min,"Horror Movies, International Movies",184,126.0,6.796823718274855,0,0,2
2724,tm327951,The Doll 2,MOVIE,A couple who devastated after losing their only child resort into obsessive act that can dangerously threatening their own life.,2017,Unknown,116,tt6409782,5.2,534.0,the doll 2,,Rocky Soraya,"Luna Maya, Herjunot Ali, Sara Wijayanto, Maria Sabta, Rydhen Afexi, Ira Ilva Sari, Shofia Shireen, Mega Carefansa, Wati Sudiyono, Princess Martinez",Indonesia,"January 15, 2019",TV-MA,117 min,"Horror Movies, International Movies",128,117.0,6.282266746896006,0,0,2
2725,tm417111,How to Get Over a Breakup,MOVIE,"The film tells the life of Maria Fe, a young woman who faces singleness after six years of relationship. Along with her two soul friends, played by Karina JordÃ¡n and Jely ReÃ¡tegui, the girl must learn to be single again. On the way, you will run into old loves, new adventures and lots of fun.",2018,Unknown,104,tt8435268,6.1,1972.0,how to get over a breakup,,"Joanna Lombardi, Bruno Ascenzo","Gisela Ponce de León, Karina Jordán, Jely Reátegui, Andrés Salas, Christopher Von Uckermann, Carlos Carlín",Peru,"October 20, 2018",TV-MA,104 min,"Comedies, International Movies, Romantic Movies",295,104.0,7.587310506022615,0,0,3
2726,ts81886,All About the Washingtons,SHOW,"The wife of a legendary rapper launches her own career, which puts his life into a tailspin.",2018,TV-G,23,tt7661368,4.8,708.0,all about the washingtons,,,"Joseph Simmons, Justine Simmons, Kiana Ledé, Nathan Anderson, Leah Rose Randall, Maceo Smedley, Quincy Fouse, DJ Ruckus, Adain Bradley, Tim Meadows, Daymond John, Erick Chavarria, Christopher Clarke, Aubrey Cleland, Arsenio Hall, Stephen Schneider, Max Goudsmit, Noah Gerry, Jamie VanDyke, Ashleigh Hairston",United States,"August 10, 2018",TV-PG,1 Season,TV Comedies,92,23.0,6.5638555265321274,1,0,1
2727,tm425748,Cook Off,MOVIE,A Zimbabwean single mother's life is turned upside down when her son enters her into a reality TV cooking competition.,2017,PG,116,tt7981318,6.1,337.0,cook off,,Tomas Brickhill,"Tendaiishe Chitima, Tendai Nguni, Jesese Mungoshi, Eddie Sandifolo, Charmaine Mujeri, Kudzai Sevenzo, Fungai Majaya, Eugene Zimbudzi, Chimwemwe Chipidza, Kevin Hanssen, Zihlo, Michael Kudakwashe",Zimbabwe,"June 1, 2020",TV-G,100 min,"Comedies, International Movies, Romantic Movies",118,100.0,5.823045895483019,0,0,3
2728,tm430057,Weapon of Choice,MOVIE,"""They never fail."" The Glock pistol has been fetishised in films and the arts, and is a regular topseller in the international arms market. For the first time, the filmmaking duo Fritz Ofner and Eva Hausberger tell the story of the rise of the Glock: An Austrian design that became the most sought-after service and murder weapon worldwide. Tracing the web of power, money, violence and politics, the film masterfully portrays the dark sides of globalisation and not least an Austrian tale of willful ignorance.",2018,Unknown,90,tt7683350,4.8,162.0,weapon of choice,,Fritz Ofner,,"Austria, Iraq, United States","March 2, 2019",TV-MA,89 min,"Documentaries, International Movies",511,89.0,5.093750200806762,0,0,2
2729,tm353875,All the Reasons to Forget,MOVIE,"After ending his long-term relationship, Antonio is sure that he can quickly get over Sofia. But nothing is as simple as it seems. And realizing the impossibility of controlling his own feelings, he begins to boycott them, using all sorts of contemporary palliative measures to free himself from the memories of his ex: cognitive psychoanalysis, prescription drugs, Tinder, among others. Ergo, Antonio will go through several tragicomic situations.",2017,Unknown,90,tt6964520,6.2,523.0,all the reasons to forget,,Pedro Coutinho,"Johnny Massaro, Bianca Comparato, Regina Braga, Maria Laura Nogueira, Victor Mendes, Thiago Amaral, Rafael Primot, Eduardo Mossri, Rita Batata, Larissa Ferrara",Brazil,"April 19, 2018",TV-MA,90 min,"Comedies, Dramas, International Movies",448,90.0,6.261491684321042,0,0,3
2730,tm313472,The Lost Brother,MOVIE,"Cetarti is drowning in nothingness. With no job or purpose, he spends his days inside watching documentaries on television, until one day he is informed that his mother and brother were gunned down. He travels from Buenos Aires to Lapachito, a decrepit town in the province of Chaco in northern Argentina to deal with their bodies and to get the life insurance money. There he meets Duarte, a sort of boss in the town and a friend of his mother's murderer who also kidnaps people for money. Cetarti's path will lead him to committing illegal acts to get his hands on the insurance money and to his involvement in Duarte's dark dealings, leading to an absurd and unexpected outcome.",2017,Unknown,112,tt6522634,6.5,1690.0,the lost brother,,Israel Adrián Caetano,"Leonardo Sbaraglia, Daniel Hendler, Ángela Molina, Alián Devetac, Pablo Cedrón, Alejandra Flechner","Argentina, Uruguay, Spain, France","September 1, 2017",TV-MA,113 min,"Dramas, International Movies",681,113.0,7.43307534889858,0,0,2
2731,tm430496,D.L. Hughley: Contrarian,MOVIE,"Comedian D.L. Hughley riffs on politics, ""Black Panther,"" his upbringing and more in a rapid-fire stand-up show at Philadelphia's Merriam Theater.",2018,Unknown,58,tt8426270,6.6,606.0,d.l. hughley: contrarian,,Jay Chapman,D.L. Hughley,United States,"July 21, 2019",TV-MA,58 min,Stand-Up Comedy,146,58.0,6.408528791059498,0,0,1
2732,ts77219,Part-Time Idol,SHOW,"This drama takes place in fictional entertainment company where a producer who has produced many famous idols suddenly has an existential crisis and disappears. Years later he appears and starts to put together a co-ed idol group, which is when the story begins.",2017,TV-14,40,tt8835780,6.7,108.0,part-time idol,,,"Hee-jeong Kim, Seung-un Hwang, Soo-hyun Lee, Hyun-bin Kwon, Young-deuk Kwon, Kim Min-kyo",Unknown,"December 25, 2017",TV-14,1 Season,"International TV Shows, Korean TV Shows, TV Comedies",262,40.0,4.6913478822291435,1,0,3
2733,tm444043,Hometown Holiday,MOVIE,"Krista is starting this New Year with a new business and a resolution to be more selective with who she dates. When Krista meets Ryan Rourke, an entertainment lawyer from LA, the two really hit it off. Ryan is in her hometown to sign a local rancher turned viral signing sensation as his new client. Now with Krista also in Rust Creek, maybe there is more of a reason to stick around. Both are holding onto things from their past and are forced to make some decisions if they truly want to be together.",2018,Unknown,84,tt8659750,5.0,994.0,hometown holiday,,Justin G. Dyck,"Sarah Troyer, Bradley Hamilton, Kevin McGarry, Samantha Gracie",Canada,"November 15, 2020",TV-G,84 min,Romantic Movies,502,84.0,6.902742737158593,0,0,1
